Team,Player,Position,On_start,Points_Average,Last_5_games_points,J_Actual,J_1,J_2,J_3,J_4,Avg_last_5_games,Value,Squad_Average_Points,J_Actual_Squad_Points,J_1_Squad_Points,J_2_Squad_Points,J_3_Squad_Points,J_4_Squad_Points,Squad_Avg_last_5_Games,Value_Squad,vs,Vs_Team,Vs_Squad_Average_Points,J_Actual_Vs_Squad_Points,J_1_Vs_Squad_Points,J_2_Vs_Squad_Points,J_3_Vs_Squad_Points,J_4_Vs_Squad_Points,Vs_Squad_Avg_last_5_Games,Vs_Value_Squad,Team_clas,Vs_Team_clas,Target
Osasuna,Rubén Peña,DF,100,6.0,"['5', '7', 0, 0, 0]",5,7,0,0,0,2.4,1650000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,5.0
Osasuna,Unai García,DF,100,5.5,"['3', '8', 0, 0, 0]",3,8,0,0,0,2.2,800000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,3.0
Osasuna,David García Zub.,DF,100,5.0,"['3', '7', 0, 0, 0]",3,7,0,0,0,2.0,4640000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,3.0
Osasuna,Juan Cruz,DF,100,4.5,"['4', '5', 0, 0, 0]",4,5,0,0,0,1.8,1090000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,4.0
Osasuna,Nacho Vidal,DF,0,2.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,2650000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,2.0
Osasuna,Manu Sánchez,DF,0,3.0,"['3', '-', 0, 0, 0]",3,0,0,0,0,0.6,1700000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,3.0
Osasuna,Unai Dufur,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,220000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,0.0
Osasuna,Jesús Areso,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,250000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,
Osasuna,Aridane Hernández,DF,0,0.0,"['0', '0', 0, 0, 0]",0,0,0,0,0,0.0,2010000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,0.0
Osasuna,Brasanac,MD,0,4.0,"['4', '4', 0, 0, 0]",4,4,0,0,0,1.6,1570000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,2.0
Osasuna,Aimar Oroz,MD,100,6.0,"['6', '6', 0, 0, 0]",6,6,0,0,0,2.4,1890000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,8.0
Osasuna,Moi Gómez,MD,100,6.0,"['8', '4', 0, 0, 0]",8,4,0,0,0,2.4,3370000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,6.0
Osasuna,Lucas Torró,MD,100,4.0,"['2', '6', 0, 0, 0]",2,6,0,0,0,1.6,4260000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,4.0
Osasuna,Jon Moncayola,MD,100,3.5,"['5', '2', 0, 0, 0]",5,2,0,0,0,1.4,5690000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,5.0
Osasuna,Rubén García,MD,0,2.0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4,4530000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,0.0
Osasuna,Roberto Torres,MD,0,2.0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4,1070000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,0.0
Osasuna,Pablo Ibáñez,MD,0,2.0,"['2', '-', 0, 0, 0]",2,0,0,0,0,0.4,190000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,2.0
Osasuna,Javi Martínez Calvo,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,450000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,0.0
Osasuna,Iker Benito,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,230000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,0.0
Osasuna,Kike Barja,MD,50,-1.0,"['-1', '-', 0, 0, 0]",-1,0,0,0,0,-0.2,620000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,-1.0
Osasuna,Ezequiel Ávila,DL,100,9.0,"['9', '9', 0, 0, 0]",9,9,0,0,0,3.6,10350000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,9.0
Osasuna,Kike García,DL,0,7.5,"['4', '11', 0, 0, 0]",4,11,0,0,0,3.0,3210000,76.0,63,81,0,0,0,28.8,57930000,Betis,Betis,51.0,68,36,0,0,0,20.8,53780000,4,3,4.0
Espanyol,Lecomte,PT,100,0.5,"['1', '0', 0, 0, 0]",1,0,0,0,0,0.2,3040000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,1.0
Espanyol,Joan García,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,180000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Rubén Sánchez Sáez,DF,100,5.5,"['5', '6', 0, 0, 0]",5,6,0,0,0,2.2,1120000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,5.0
Espanyol,Leandro Cabrera,DF,100,5.0,"['5', '5', 0, 0, 0]",5,5,0,0,0,2.0,4150000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,5.0
Espanyol,Brian Oliván,DF,100,4.0,"['6', '2', 0, 0, 0]",6,2,0,0,0,1.6,1880000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,6.0
Espanyol,Calero,DF,50,3.0,"['4', '2', 0, 0, 0]",4,2,0,0,0,1.2,1110000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,4.0
Espanyol,Óscar Gil,DF,100,0.5,"['1', '0', 0, 0, 0]",1,0,0,0,0,0.2,2030000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,1.0
Espanyol,Adrià Pedrosa,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1490000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Lluís Recasens,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,220000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Aleix Vidal,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,770000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Sergi Gómez,DF,100,-3.0,"['2', '-8', 0, 0, 0]",2,-8,0,0,0,-1.2,1760000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,2.0
Espanyol,Edu Expósito,MD,50,8.5,"['11', '6', 0, 0, 0]",11,6,0,0,0,3.4,4320000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,11.0
Espanyol,Sergi Darder,MD,100,5.0,"['2', '8', 0, 0, 0]",2,8,0,0,0,2.0,6690000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,2.0
Espanyol,Vinicius Souza,MD,100,4.5,"['2', '7', 0, 0, 0]",2,7,0,0,0,1.8,2480000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,2.0
Espanyol,Nico Melamed,MD,100,2.5,"['3', '2', 0, 0, 0]",3,2,0,0,0,1.0,1580000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,3.0
Espanyol,Keidi Bare,MD,0,4.0,"['4', '-', 0, 0, 0]",4,0,0,0,0,0.8,920000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Embarba,MD,0,4.0,"['-', '4', 0, 0, 0]",0,4,0,0,0,0.8,1140000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,2.0
Espanyol,Luca Koleosho,MD,0,1.5,"['1', '2', 0, 0, 0]",1,2,0,0,0,0.6,230000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,1.0
Espanyol,Javi Puado,MD,0,2.0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4,2220000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Matías Vargas,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,400000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,
Espanyol,Gori,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,220000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Espanyol,Villahermosa,MD,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,220000,47.5,47,38,0,0,0,17.0,38170000,Real Madrid,Real Madrid,99.0,91,86,0,0,0,35.4,182730000,15,2,0.0
Barcelona,Ter Stegen,PT,100,7.5,"['8', '7', 0, 0, 0]",8,7,0,0,0,3.0,5870000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,8.0
Barcelona,Iñaki Peña,PT,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,700000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Eric García,DF,100,5.0,"['6', '4', 0, 0, 0]",6,4,0,0,0,2.0,2730000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,5.0
Barcelona,Christensen,DF,100,5.0,"['5', '5', 0, 0, 0]",5,5,0,0,0,2.0,5140000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Ronald Araujo,DF,100,3.5,"['4', '3', 0, 0, 0]",4,3,0,0,0,1.4,9260000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,4.0
Barcelona,Alejandro Balde,DF,50,5.0,"['2', '3', 0, 0, 0]",2,3,0,0,0,1.0,610000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,6.0
Barcelona,Jordi Alba,DF,50,2.5,"['-', '5', 0, 0, 0]",0,5,0,0,0,1.0,7540000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,2.0
Barcelona,Kounde,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,10550000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Piqué,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,3230000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Sergiño Dest,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1230000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,0.0
Barcelona,Umtiti,DF,0,0.0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,280000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,
Barcelona,Pedri,MD,100,7.0,"['5', '9', 0, 0, 0]",5,9,0,0,0,2.8,17480000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,5.0
Barcelona,De Jong,MD,50,5.5,"['6', '5', 0, 0, 0]",6,5,0,0,0,2.2,6520000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,6.0
Barcelona,Sergi Roberto,MD,0,3.0,"['2', '4', 0, 0, 0]",2,4,0,0,0,1.2,830000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,2.0
Barcelona,Gavi,MD,100,3.0,"['2', '4', 0, 0, 0]",2,4,0,0,0,1.2,12500000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,2.0
Barcelona,Kessié,MD,0,2.0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,5290000,89.0,71,96,0,0,0,33.4,199400000,Real Valladolid,Real Valladolid,59.5,40,53,0,0,0,18.6,39120000,5,17,2.0
